specification,hagibis_mask,placebo_code,pre_rmspe,opening_gap_log,late_gap_log
japanese_only_hagibis_recovery,recovery,14,0.02907948808176435,0.04113722786223928,-0.012371371552490441
japanese_only_hagibis_recovery,recovery,18,0.09852560458468564,-0.024127096855127483,0.08419580321013369
japanese_only_hagibis_recovery,recovery,19,0.15922318993716567,0.009298781020696367,0.04834037664288106
japanese_only_hagibis_recovery,recovery,21,0.04813710368792523,0.025195270450267593,-0.008245220955031198
japanese_only_hagibis_recovery,recovery,22,0.08000004005186527,-0.0199420675002715,-0.10636577826631777
japanese_only_hagibis_recovery,recovery,23,0.04091351014394764,0.05074445615989287,0.011720106664660316
japanese_only_hagibis_recovery,recovery,24,0.06592166252289869,-0.006468836974951486,-0.07606012969913542
japanese_only_hagibis_recovery,recovery,25,0.05901913443420311,0.12172838851307777,-0.009907094151854
japanese_only_hagibis_recovery,recovery,26,0.12258098480152849,-0.1250819866769648,0.012449247469462304
japanese_only_hagibis_recovery,recovery,27,0.04333584357422138,-0.016369377059519685,0.08662212667031109
japanese_only_hagibis_recovery,recovery,28,0.03644032459734015,-0.008135410198299553,-0.06748216777635006
japanese_only_hagibis_recovery,recovery,29,0.24847737369340825,-0.09205615389711674,-0.09625994726491391
japanese_only_hagibis_recovery,recovery,30,0.07486363079935547,-0.029865900068706708,0.032949141929414595
japanese_only_hagibis_recovery,recovery,31,0.09016904258295008,-0.172627383256045,-0.07003413367743885
japanese_only_hagibis_recovery,recovery,32,0.07592764692678264,0.1685047503317918,0.04874243097001156
japanese_only_hagibis_recovery,recovery,35,0.04076536195800127,0.024940646637480413,-0.18139485021187662
japanese_only_hagibis_recovery,recovery,36,0.18939106483392898,-0.07771341019897093,-0.02078634572398115
japanese_only_hagibis_recovery,recovery,37,0.05780667829617229,0.10385211250343307,0.02892193029025989
japanese_only_hagibis_recovery,recovery,39,0.08474763961248459,-0.13076228061011008,-0.06790187784294004
japanese_only_hagibis_recovery,recovery,40,0.03403564976203703,-0.03504797389138936,-0.02375684781300681
japanese_only_hagibis_recovery,recovery,41,0.10465386631791969,0.08002509397204527,-0.15149507014801997
japanese_only_hagibis_recovery,recovery,42,0.066220565303589,0.1418075757834023,-0.04370953872916552
japanese_only_hagibis_recovery,recovery,44,0.052541550166537394,0.152006178966678,0.058937098839204574
japanese_only_hagibis_recovery,recovery,45,0.11281751961032699,-0.1508442312042666,0.10462066063466495
japanese_only_hagibis_recovery,recovery,46,0.0412187138854269,-0.045304841137699725,0.06433745717705837
japanese_only_hagibis_recovery,recovery,47,0.13828622930967274,-0.024170727879750054,0.18739890686254895
foreign_only_hagibis_recovery,recovery,05,0.32531397768258485,-0.20677168245447675,0.05181327399882531
foreign_only_hagibis_recovery,recovery,06,0.4160808443952787,-0.23722270573729176,0.21981108602691923
foreign_only_hagibis_recovery,recovery,08,0.18703203782487943,0.5090824630717936,-0.14050990043977465
foreign_only_hagibis_recovery,recovery,09,0.1960453115878029,-0.1596777125393265,-0.3994252983977933
foreign_only_hagibis_recovery,recovery,10,0.2103969653839026,-0.026470966796682482,-0.007377869624993359
foreign_only_hagibis_recovery,recovery,11,0.1803491978250509,-0.34436419390113127,-0.16743949810433575
foreign_only_hagibis_recovery,recovery,12,0.09402610068813083,-0.033890829535399014,-0.20220222364721896
foreign_only_hagibis_recovery,recovery,13,0.8640943987686742,0.7436242995877516,0.4449658671944307
foreign_only_hagibis_recovery,recovery,14,0.07935539891543421,0.030856267907659607,0.005733883827864396
foreign_only_hagibis_recovery,recovery,18,0.2767866574984745,-0.046034621699392986,-0.29983493617757034
foreign_only_hagibis_recovery,recovery,19,0.2543784404827848,0.1230413822226577,-0.14307475943807546
foreign_only_hagibis_recovery,recovery,21,0.2424939080525352,0.14129091919525116,0.09087474513423761
foreign_only_hagibis_recovery,recovery,22,0.12605711042929044,0.41362585909416705,0.2552292058331941
foreign_only_hagibis_recovery,recovery,23,0.06011566146316835,0.05133099044494571,-0.05243453260723911
foreign_only_hagibis_recovery,recovery,24,0.19502096764550023,0.2003179550803198,-0.12602158558037307
foreign_only_hagibis_recovery,recovery,25,0.2132739309339802,0.5621325400499106,-0.3881967999897078
foreign_only_hagibis_recovery,recovery,26,0.2127382229271123,-0.03933671138146089,0.2031374565858962
foreign_only_hagibis_recovery,recovery,27,0.08112552900042115,0.059610470879364996,0.19115283744523787
foreign_only_hagibis_recovery,recovery,28,0.08541850663171446,0.04247670646362334,-0.3838459997278626
foreign_only_hagibis_recovery,recovery,29,0.238803437637281,0.11333798980812393,0.18478452833252237
foreign_only_hagibis_recovery,recovery,30,0.16916799013568873,0.06403151678631502,-0.2512233390779003
foreign_only_hagibis_recovery,recovery,31,0.1644375751903978,0.11070912318803572,-0.06088859484760933
foreign_only_hagibis_recovery,recovery,32,0.5488161623867535,-0.34099873255685464,-0.014806754884497696
foreign_only_hagibis_recovery,recovery,35,0.18247689693039312,0.23128023913009166,-0.39913337207995914
foreign_only_hagibis_recovery,recovery,36,0.49886459726307003,-0.22121002269317547,0.12270942927150738
foreign_only_hagibis_recovery,recovery,37,0.34372541337142865,0.02361675640733729,0.7835578520186948
foreign_only_hagibis_recovery,recovery,39,0.5194850310468412,-0.03143904568066169,-0.20423714768878543
foreign_only_hagibis_recovery,recovery,40,0.11176992260915311,0.020520673104322817,0.15228671559109255
foreign_only_hagibis_recovery,recovery,41,0.24476601663678818,0.15275031430415975,0.49048901298949943
foreign_only_hagibis_recovery,recovery,42,0.1271009791786433,0.01283563571873092,-0.27496402276539633
foreign_only_hagibis_recovery,recovery,44,0.18839339566654129,0.1013141576577814,0.15045204955349487
foreign_only_hagibis_recovery,recovery,45,0.3452165466512685,-0.36744893728746764,-0.42875580262213664
foreign_only_hagibis_recovery,recovery,46,0.14472369700350235,-0.035912003497180045,0.1332053445488909
foreign_only_hagibis_recovery,recovery,47,0.24268734130247913,-0.07441628066162931,0.24223020278692736
